,Body,Actual Tags,Predicted Tags
8547,瑪宣妮莓果珍珠洗髮精蓬鬆感,"('洗髮精',)","('洗髮精',)"
8548,美咖秒眼影小三美日,"('眼影盤',)","('眼影盤',)"
8549,依必朗兒童柔膚沐浴乳海洋微風,"('沐浴乳',)","('沐浴乳',)"
8550,資生堂東京櫃百優精純乳霜入組,"('面霜/乳霜',)","('面霜/乳霜',)"
8551,桂格雙認證奶粉,"('成人奶粉',)","('成人奶粉',)"
8552,香奈兒珍珠光感煥膚晚安面膜,"('面膜',)","('面膜',)"
8553,嬌生嬰兒洗髮沐浴露,"('沐浴乳', '洗髮精(嬰幼童/孕婦)')","('沐浴乳', '洗髮精(嬰幼童/孕婦)')"
8554,吋智慧型手機夢鏡黑,"('智慧型手機',)","('智慧型手機',)"
8555,我的心機淨化調理毛孔細緻面膜入,"('面膜',)","('面膜',)"
8556,日本最新版牡丹花香洗衣球顆顆包,"('洗衣球',)","('洗衣球',)"
8557,魔唇修護唇膏夜間型,"('護唇膏',)","('護唇膏',)"
8558,雪芙蘭保濕水乳液瓶瓶,"('臉部乳液',)","('臉部乳液',)"
8559,豪禮多選一三星,"('平板電腦',)",()
8560,麥香紅茶,"('即飲紅茶',)","('即飲紅茶',)"
8561,雅漾清爽抗隔離乳,"('妝前乳/隔離霜',)","('妝前乳/隔離霜',)"
8562,星燦金屬光眼影粉奢華金,"('眼影盤',)","('眼影盤',)"
8563,刷樂小胖子牙刷入愛買,"('成人牙刷',)","('成人牙刷',)"
8564,三度漸層光綻眼影盒,"('眼影盤',)","('眼影盤',)"
8565,大家源十人份多功能電子鍋,"('電子鍋',)","('電子鍋',)"
8566,舒妃牛奶蛋白護髮,"('護髮乳',)","('護髮乳',)"
8567,日本最新版洗衣膠球盒裝,"('洗衣球',)","('洗衣球',)"
8568,明全鮮乳瓶,"('鮮乳',)","('鮮乳',)"
8569,萬人都說有效的輕鬆戒菸法,"('菸',)","('菸',)"
8570,國際牌無邊框鋼板公升四門冰箱絲紋灰,"('冰箱',)","('冰箱',)"
8571,水灩光唇膏,"('唇膏',)","('唇膏',)"
8572,貝恩甜心三效洗髮沐浴乳,"('沐浴乳', '洗髮精(嬰幼童/孕婦)')","('沐浴乳',)"
8573,愛肯拿無穀低卡成犬放養雞肉新鮮蔬果六星級超優質天然糧,"('狗乾糧罐頭',)","('狗乾糧罐頭',)"
8574,汪喵狗狗主食罐鹿肉,"('狗乾糧罐頭',)","('狗乾糧罐頭',)"
8575,沙龍級分叉修護護髮霜,"('護髮乳',)","('護髮乳',)"
8576,超肌能緊緻大眼霜原廠公司貨,"('眼霜',)","('眼霜',)"
8577,超吸油蜜粉餅透明,"('蜜粉',)","('蜜粉',)"
8578,杜戛地男款羽絨兩件式外套旗艦款深藍色,"('運動/機能服',)","('運動/機能服',)"
8579,摩爾香煙紅包,"('菸',)","('菸',)"
8580,大膽持色霧感唇膏性感女上司,"('唇膏',)","('唇膏',)"
8581,蕾妮亞極吸好眠晚安褲褲型衛生棉片,"('棉褲/安睡褲',)","('棉褲/安睡褲',)"
8582,自然之綠小鹿斑比護膚膏,"('遮瑕膏',)",()
8583,男童連帽外套,"('運動/機能服',)","('運動/機能服',)"
8584,皇后卸妝水,"('卸妝水',)","('卸妝水',)"
8585,掃拖雙神器掃地機器人送擦地機器人總代理保固年網,"('掃地機',)","('掃地機',)"
8586,日本沐浴露花香,"('沐浴乳',)","('沐浴乳',)"
8587,美迪惠爾即期品保濕淨白無暇維他命面膜片盒,"('面膜',)","('面膜',)"
8588,綠,"('智慧型手機',)",()
8589,新包惠氏奶粉號金幼兒樂升級金配方,"('成長幼兒奶粉',)","('成長幼兒奶粉',)"
8590,未來實驗室直飲濾水器乾淨水質健康飲水科技,"('淨水器/濾水器',)","('淨水器/濾水器',)"
8591,賽吉兒菁萃柔嫩乳霜,"('面霜/乳霜',)","('面霜/乳霜',)"
8592,光泉午後時光重乳可可奶茶瓶,"('即飲奶茶',)","('即飲奶茶',)"
8593,統一蜜豆奶草莓,"('豆奶/豆乳',)","('豆奶/豆乳',)"
8594,標準鍵盤型號,"('鍵盤',)","('鍵盤',)"
8595,三立大粒高纖麥片,"('麥片穀類',)","('麥片穀類',)"
8596,新雲絲頓紫旋風支,"('菸',)","('菸',)"
8597,海霸王蝦餃,"('火鍋料',)","('火鍋料',)"
8598,臉部抗痕防護乳,"('妝前乳/隔離霜',)","('妝前乳/隔離霜',)"
8599,預購日立公升清淨除濕機玫瑰金閃亮銀玫瑰金,"('除濕機',)","('除濕機',)"
8600,克寧純生乳奶粉,"('成人奶粉',)","('成人奶粉',)"
8601,駐顏有樹緊緻抗痕護手霜,"('護手霜',)","('護手霜',)"
8602,還原酸系列控油洗髮精淺藍,"('洗髮精',)","('洗髮精',)"
8603,美肌花香沐浴乳,"('沐浴乳',)","('沐浴乳',)"
8604,生育家葉酸肌醇粉包,"('葉酸',)","('葉酸',)"
8605,泰山純水家庭號入網,"('礦泉水',)","('礦泉水',)"
8606,飛柔薄荷水涼洗髮乳,"('洗髮精',)","('洗髮精',)"
8607,代收代付維力迷你麵雞汁入箱康鄰超市,"('速食麵/泡麵',)","('速食麵/泡麵',)"
8608,迪朗奇葉片暖器,"('電暖器',)","('電暖器',)"
8609,瓷肌柔焦粉底液,"('粉底液',)","('粉底液',)"
8610,第一饗宴無穀低敏雞肉藍莓全犬配方小顆粒公斤,"('狗乾糧罐頭',)","('狗乾糧罐頭',)"
8611,陽光黃金豆豆漿,"('豆漿/黑豆漿',)","('豆漿/黑豆漿',)"
8612,白蘭洗衣精茶樹除菌補,"('洗衣精',)","('洗衣精',)"
8613,達新牌超速乾銀離子抗菌吹風機,"('吹風機',)","('吹風機',)"
8614,單色眼影楓葉磚紅,"('眼影盤',)","('眼影盤',)"
8615,大家源福利品不鏽鋼雙層防燙蒸煮兩用美食鍋貓咪款,"('鍋具',)","('鍋具',)"
8616,女連帽上衣,"('運動/機能服',)","('運動/機能服',)"
8617,精裁濃縮藍晶球香菸,"('菸',)","('菸',)"
8618,維特男雙刷單搖上衣鮮桔色半開襟立領上衣保暖上衣吸濕排汗,"('運動/機能服',)","('運動/機能服',)"
8619,西莎蒸鮮包成犬低脂雞肉與蔬菜入,"('狗乾糧罐頭',)","('狗乾糧罐頭',)"
8620,佳賀晴不勾紗面膜,"('面膜',)","('面膜',)"
8621,蕾妮亞衛生棉極吸好眠大流量超特長護邊夜用片,"('衛生棉',)","('衛生棉',)"
8622,愛爾曼優酪野莓,"('優格',)","('優格',)"
8623,美吾髮有辦髮控油止癢抗屑洗髮精,"('洗髮精',)","('洗髮精',)"
8624,柔焦輕透美肌粉餅冰雪,"('粉餅',)","('粉餅',)"
8625,極雪行者特種防水風雪抗污抗靜電單件外層衝鋒衣男彩藍銷售最高值,"('運動/機能服',)","('運動/機能服',)"
8626,藍,"('滑鼠',)",()
8627,露遊森活睡袋湖水綠,"('睡袋',)","('睡袋',)"
8628,尚朋堂台灣製公分碳素電暖器,"('電暖器',)","('電暖器',)"
8629,光泉冷泡茶四季春綠茶組組,"('即飲綠茶',)","('即飲綠茶',)"
8630,經典極癮唇膏唇芯渴望,"('唇膏',)","('唇膏',)"
8631,蛭石硅藻土地墊,"('珪藻土地墊',)","('珪藻土地墊',)"
8632,超值入組華信吋定時桌立式鹵素燈電暖器,"('電暖器',)","('電暖器',)"
8633,咖啡大賞分批取貨芳醇曼巴咖啡豆,"('咖啡豆',)","('咖啡豆',)"
8634,艾森絲眉睫造型定型凝膠,"('眉膠筆',)",()
8635,飛柔薄荷水涼洗髮乳,"('洗髮精',)","('洗髮精',)"
8636,男輕旅悠遊運動鞋寬楦慢跑路跑白,"('運動鞋',)","('運動鞋',)"
8637,智能掃地機器人強勁吸力五合一拖地洗地吸塵器噴霧消毒殺菌家用自動擦地機,"('掃地機',)","('掃地機',)"
8638,天然硅藻土吸水速乾軟地墊,"('珪藻土地墊',)","('珪藻土地墊',)"
8639,好市多代購宅配免運洗臉洗手慕絲補充瓶,"('洗面乳',)","('洗面乳',)"
8640,亮顏洗顏皂特別限定組,"('洗面乳',)","('洗面乳',)"
8641,登喜路金毫克,"('菸',)","('菸',)"
8642,歌林歌林溫度計細口不銹鋼快煮壺細嘴壺咖啡壺沖泡壺,"('快煮壺',)","('快煮壺',)"
8643,夢想數位多功能強效無線吸塵器車用直立式乾溼分離胎壓指針寵物吸毛器盒子,"('吸塵器',)","('吸塵器',)"
8644,蕾絲髮箍髮貼瀏海貼魔鬼氈造型流海貼軟髮圈長條蕾絲洗臉髮貼人魚朵朵台灣出貨現貨長期,"('洗面乳',)","('洗面乳',)"
8645,瑞春醬油阿伯黑豆醬油,"('醬油類',)","('醬油類',)"
8646,小美樂娃娃配件牙刷組,"('成人牙刷',)","('兒童牙刷',)"
8647,多功能溫奶器限量贈玻璃奶瓶,"('溫奶器',)","('溫奶器',)"
8648,男長袖圓領恤白,"('運動/機能服',)","('運動/機能服',)"
8649,鴻宇防蹣抗菌美國棉兒童睡袋可機洗被胎台灣製心心象印,"('睡袋',)","('睡袋',)"
8650,簡約風天然毛眼影刷,"('眼影刷/棒',)","('眼影刷/棒',)"
8651,義美低糖黑豆奶,"('豆漿/黑豆漿',)","('豆漿/黑豆漿',)"
8652,美國富及第洗脫烘變頻式滾筒洗衣機福利品,"('洗衣機',)","('洗衣機',)"
8653,草原印花保暖睡袋展開尺寸約,"('睡袋',)","('睡袋',)"
8654,白金葡萄霧光慕絲粉底白皙色,"('粉底液',)","('粉底液',)"
8655,澡享沐浴乳白茶,"('沐浴乳',)","('沐浴乳',)"
8656,創藝無限眼影,"('眼影盤',)","('眼影盤',)"
8657,韓國霧面口紅雨衣激推必買護唇膜,"('唇釉',)",()
8658,蕾莉歐苦艾淨化保濕潤膚霜,"('面霜/乳霜',)","('面霜/乳霜',)"
8659,統一大補帖麻油雞細麵,"('速食麵/泡麵',)","('速食麵/泡麵',)"
8660,魔力家雙層防燙美食鍋組,"('鍋具',)","('鍋具',)"
8661,維力一度贊老甕牛肉麵碗碗組,"('速食麵/泡麵',)","('速食麵/泡麵',)"
8662,森田藥粧天然絲瓜水,"('化妝水',)","('化妝水',)"
8663,台灣發貨適用小米米家掃拖機器人掃地機器人副廠配件耗材邊刷絨毛主刷抹布濾網濾心主刷,"('掃地機',)","('掃地機',)"
8664,蘇菲導管式棉條量少型入裝,"('棉條',)","('棉條',)"
8665,魔唇潤澤護唇膏薄荷,"('護唇膏',)","('護唇膏',)"
8666,全日保濕防曬乳,"('防曬',)","('防曬',)"
8667,樂天費茲啤酒短,"('啤酒',)","('啤酒',)"
8668,蘊活菁華潤髮乳,"('潤髮乳',)","('潤髮乳',)"
8669,楓康純水,"('礦泉水',)","('礦泉水',)"
8670,島乃香紫蘇風味海苔醬,"('常溫醬包',)","('常溫醬包',)"
8671,紅牛果汁奶粉,"('成人奶粉',)","('成人奶粉',)"
8672,日本蒲公英度嬰兒牙刷,"('兒童牙刷',)","('兒童牙刷',)"
8673,海倫仙度絲去屑洗髮乳止癢呵護,"('洗髮精',)","('洗髮精',)"
8674,媚點纖長不結塊睫毛膏康是美,"('睫毛膏',)","('睫毛膏',)"
8675,媚比琳新宛若真眉柔霧塑型眉膠筆暖茶,"('眉膠筆',)","('眉膠筆',)"
8676,荒野女遠紅外線彈性保暖衣共色,"('運動/機能服',)","('運動/機能服',)"
8677,海泥毛孔洗面乳,"('洗面乳',)","('洗面乳',)"
8678,官方旗艦館短版上衣女共兩款,"('運動/機能服',)","('運動/機能服',)"
8679,選水事紀礦泉水,"('礦泉水',)","('礦泉水',)"
8680,綠藤生機綠色海洋精華油,"('精華油',)","('精華油',)"
8681,芳醇曼巴咖啡豆,"('咖啡豆',)","('咖啡豆',)"
8682,舒潔香氛微風花漾抽取式衛生紙抽包,"('衛生紙',)","('衛生紙',)"
8683,茶籽堂桑白皮修護洗髮露染燙受損髮質適用,"('洗髮精',)","('洗髮精',)"
8684,澎澎香浴乳煥膚亮白,"('沐浴乳',)","('沐浴乳',)"
8685,包大人全功能防護紙尿褲,"('成人紙尿褲',)","('成人紙尿褲',)"
8686,光泉牛乳果汁瓶瓶,"('調味牛乳',)","('調味牛乳',)"
8687,法國特福新極致饗食系列單柄不沾湯鍋加蓋,"('鍋具',)","('鍋具',)"
8688,覆盆子風味無糖,"('啤酒',)",()
8689,特福香頌不鏽鋼系列雙耳湯鍋,"('鍋具',)","('鍋具',)"
8690,豐台灣蘆薈絲瓜沁潤面膜入,"('面膜',)","('面膜',)"
8691,魅尚萱完美修護分鐘沙龍級髮膜,"('護髮乳',)","('護髮乳',)"
8692,最划算滋潤抗菌沐浴乳,"('沐浴乳',)","('沐浴乳',)"
8693,光療薄型美甲片霧面粉瓷,"('甲片/甲貼',)","('甲片/甲貼',)"
8694,馬玉山高纖大燕麥片,"('麥片穀類',)","('麥片穀類',)"
8695,百樂門香菸,"('菸',)","('菸',)"
8696,絕不暈染眼線液黑色,"('眼線液',)","('眼線液',)"
8697,康乃馨寶寶潔膚濕巾外出包兔子片包箱,"('濕紙巾',)","('濕紙巾',)"
8698,理膚寶水清爽控油卸妝潔膚水,"('卸妝水',)","('卸妝水',)"
8699,香奈兒珍珠柔光美白防曬氣墊粉餅,"('粉餅',)","('粉餅',)"
8700,男慢跑鞋美津濃避震路跑運動,"('運動鞋',)","('運動鞋',)"
8701,康朵香松絲柏擴香瓶聖誕節限定,"('擴香瓶',)","('擴香瓶',)"
8702,麥香阿薩姆奶茶,"('即飲奶茶',)","('即飲奶茶',)"
8703,天使淨顏遮瑕膏明亮色,"('遮瑕膏',)","('遮瑕膏',)"
8704,熊寶貝香氛室內擴香清新茉莉,"('擴香瓶',)","('擴香瓶',)"
8705,主機個月,"('電視遊戲機',)","('電視遊戲機',)"
8706,契爾氏激光極淨白淡斑精華,"('精華液',)","('精華液',)"
8707,蘋果平板電腦,"('平板電腦',)","('平板電腦',)"
8708,吋智慧連網顯示器,"('液晶電視',)","('液晶電視',)"
8709,羅技有線滑鼠,"('滑鼠',)","('滑鼠',)"
8710,曼思水性可剝指甲油,"('指甲油',)","('指甲油',)"
8711,德國好立善葉黃素複方軟膠囊六入組粒,"('葉黃素',)","('葉黃素',)"
8712,台灣金牌啤酒,"('啤酒',)","('啤酒',)"
8713,聲寶大容量機械式電烤箱,"('烤箱',)","('烤箱',)"
8714,可樂罐,"('碳酸飲料',)","('碳酸飲料',)"
8715,長壽黃硬盒香菸,"('菸',)","('菸',)"
8716,休閒鞋運動女鞋氣墊舒適避震簡約球鞋穿搭灰米白,"('運動鞋',)","('運動鞋',)"
8717,葛妮絲甘菊護手霜無香精敏感性肌膚,"('護手霜',)","('護手霜',)"
8718,娘家滴雞精入盒組,"('滴雞精',)","('滴雞精',)"
8719,美國袋鼠輕防水零重力抗扭波浪鞋,"('運動鞋',)","('運動鞋',)"
8720,霧感啞緻唇膏,"('唇膏',)","('唇膏',)"
8721,女連帽外套,"('運動/機能服',)","('運動/機能服',)"
8722,貝親母乳實感寬口玻璃奶瓶貝親娃娃城奶瓶寬口徑新天使藍生兒玻璃奶瓶,"('奶瓶',)","('奶瓶',)"
8723,極限纖翹睫毛膏,"('睫毛膏',)","('睫毛膏',)"
8724,醫杜蕾斯超薄薄裝衛生套,"('保險套',)","('保險套',)"
8725,蘋果年款吋第代筆電具備,"('筆記型電腦',)","('筆記型電腦',)"
8726,比限時特賣更超值送套套量測尺或其他超值贈品丸龜製套保險套衛生套職人超薄全系列,"('保險套',)","('保險套',)"
8727,雙層防燙多功能美食鍋型號,"('鍋具',)","('鍋具',)"
8728,金蘭甘露醬油愛買,"('醬油類',)","('醬油類',)"
8729,護手霜檸檬柑橘香氛,"('護手霜',)","('護手霜',)"
8730,純漾醉心洗髮精,"('洗髮精',)","('洗髮精',)"
8731,代收代付美吾髮鼠尾草海鹽沁香洗髮露,"('洗髮精',)","('洗髮精',)"
8732,凱婷雙用立體眉彩筆銳角扁平芯,"('眉筆',)","('眉筆',)"
8733,馬油潤髮乳,"('潤髮乳',)","('潤髮乳',)"
8734,康乃馨水濕巾片包箱,"('濕紙巾',)","('濕紙巾',)"
8735,淨嫩沐浴乳浪漫保濕型,"('沐浴乳',)","('沐浴乳',)"
8736,男慢跑鞋,"('運動鞋',)","('運動鞋',)"
8737,微繫時光陶瓷電暖器,"('電暖器',)","('電暖器',)"
8738,幼白浪漫香水沐浴,"('沐浴乳',)","('沐浴乳',)"
8739,毛穴撫子洗顏,"('洗面乳',)","('洗面乳',)"
8740,摩爾毫克香煙,"('菸',)","('菸',)"
8741,棉花糖粉霧唇釉杏奶油,"('唇釉',)","('唇釉',)"
8742,肌研極潤保濕化粧水清爽型,"('化妝水',)","('化妝水',)"
8743,全效活膚潔面乳,"('洗面乳',)","('洗面乳',)"
8744,羅技藍牙滑鼠藍,"('滑鼠',)","('滑鼠',)"
8745,茶樹莊園茶樹天然濃縮洗衣精罐裝補充包抗菌消臭酵素有效抑菌蝦皮現貨,"('洗衣精',)","('洗衣精',)"
8746,粉灰藍復古慢跑鞋男女共四色,"('運動鞋',)","('運動鞋',)"
8747,多喝水氣泡水檸檬口味入箱共入,"('氣泡水',)","('氣泡水',)"
8748,雪芙蘭時間保養面膜保濕大補帖,"('面膜',)","('面膜',)"
8749,吹風機,"('吹風機',)","('吹風機',)"
8750,曼秀雷敦潤唇膏草莓,"('護唇膏',)","('護唇膏',)"
8751,喜特麗斜背式排油煙機,"('排油煙機',)","('排油煙機',)"
8752,伯尼尺活動櫃收納櫃兩色可選,"('收納櫃',)","('收納櫃',)"
8753,倍潔雅無漂白抽取衛生紙,"('衛生紙',)","('衛生紙',)"
8754,超肌因鑽光淨白精華小燈泡,"('精華液',)","('精華液',)"
8755,維他露飲料,"('碳酸飲料',)","('碳酸飲料',)"
8756,國際牌公升雙重高效清淨除濕機,"('除濕機',)","('除濕機',)"
8757,巨無霸夯香腸蒜味熱食,"('中式香腸',)","('中式香腸',)"
8758,號長壽,"('菸',)","('菸',)"
8759,伊娜卡碳素電暖器雙管式,"('電暖器',)","('電暖器',)"
8760,東元五段溫控熱水瓶,"('電熱水瓶',)","('電熱水瓶',)"
8761,極酵水潤面膜入,"('面膜',)","('面膜',)"
8762,熊野麗白化妝水,"('化妝水',)","('化妝水',)"
8763,李拉拉美妝亮采化妝水正貨,"('化妝水',)","('化妝水',)"
8764,歐萊德蒲公英兒童溫和洗髮精,"('洗髮精(嬰幼童/孕婦)',)","('洗髮精(嬰幼童/孕婦)',)"
8765,桂格神奇高鈣燕麥片,"('麥片穀類',)","('麥片穀類',)"
8766,菲洛嘉睡眠提升晚霜官方直營,"('面霜/乳霜',)","('面霜/乳霜',)"
8767,萬得威不銹鋼平底鍋蓋,"('鍋具',)","('鍋具',)"
8768,台灣啤酒爽啤罐罐,"('啤酒',)","('啤酒',)"
8769,預收鹼性水,"('礦泉水',)","('礦泉水',)"
8770,上豪烘碗機,"('烘碗機',)","('烘碗機',)"
8771,青檸羅勒與柑橘潤膚霜,"('面霜/乳霜',)","('面霜/乳霜',)"
8772,冷氣,"('冷氣/冷暖空調',)","('冷氣/冷暖空調',)"
8773,三年保固揚子觸控除濕機除濕機除溼機坪內用空氣清淨除濕機,"('除濕機',)","('除濕機',)"
8774,思波綺瞬亮潤澤洗髮乳,"('洗髮精',)","('洗髮精',)"
8775,澳寶一分鐘焗油經典護理,"('護髮乳',)","('護髮乳',)"
8776,桂格成長奶粉三益菌配方愛買,"('成長幼兒奶粉',)","('成長幼兒奶粉',)"
8777,媚比琳遮遮稱奇遮瑕膏明亮色,"('遮瑕膏',)","('遮瑕膏',)"
8778,凱婷零瑕肌密微霧粉底液粉膚色,"('粉底液',)","('粉底液',)"
8779,潤透光密集淡斑精華,"('精華液',)","('精華液',)"
8780,台酒純米燒酒雞禮盒,"('速食麵/泡麵',)","('速食麵/泡麵',)"
8781,瑞穗低脂鮮乳盒,"('鮮乳',)","('鮮乳',)"
8782,日本花王潔淨圓頭彈力牙刷顏色隨機出貨雷老闆,"('成人牙刷',)","('成人牙刷',)"
8783,媚比琳時尚立體雙效眉彩盤,"('眉粉',)","('眉粉',)"
8784,純水日本製濕紙巾超值箱購,"('濕紙巾',)","('濕紙巾',)"
8785,滿額登記贈幣台灣三洋直流變頻超音波洗衣機,"('洗衣機',)","('洗衣機',)"
8786,倫敦登喜路極光雙晶球,"('菸',)","('菸',)"
8787,名牌男運動鞋,"('運動鞋',)","('運動鞋',)"
8788,摩洛哥護髮修護型,"('護髮乳',)","('護髮乳',)"
8789,華碩吋獨顯輕薄電競筆電,"('筆記型電腦',)","('筆記型電腦',)"
8790,新登喜路精裁毫克香菸,"('菸',)","('菸',)"
8791,可樂,"('碳酸飲料',)","('碳酸飲料',)"
8792,特級金貓大罐鮪吻,"('貓乾糧罐頭',)","('貓乾糧罐頭',)"
8793,義美牛乳保久乳箱,"('保久乳',)","('保久乳',)"
8794,愛普士成貓無穀新鮮深海與鮭魚全品種高含肉比,"('貓乾糧罐頭',)","('貓乾糧罐頭',)"
8795,舒位薄膜衛生套極潤型入,"('保險套',)","('保險套',)"
8796,粧自然無瑕粉餅,"('粉餅',)","('粉餅',)"
8797,筆筆皆飾雙頭輪廓修容棒,"('修容',)","('修容',)"
8798,樂米亞嬰幼兒合洗髮沐浴露瓶,"('沐浴乳', '洗髮精(嬰幼童/孕婦)')","('沐浴乳', '洗髮精(嬰幼童/孕婦)')"
8799,法式厚磅羅馬棉緹花訂製上衣,"('運動/機能服',)","('運動/機能服',)"
8800,凱婷眉筆,"('眉筆',)","('眉筆',)"
8801,除濕機型號,"('除濕機',)","('除濕機',)"
8802,橘子工坊天然濃縮洗衣粉環保包包淨味除臭,"('洗衣粉',)","('洗衣粉',)"
8803,柑橘沐浴乳,"('沐浴乳',)","('沐浴乳',)"
8804,多芬保濕洗髮乳,"('洗髮精',)","('洗髮精',)"
8805,藍三鍵式光學滑鼠,"('滑鼠',)","('滑鼠',)"
8806,招財童子抽取式衛生紙抽包袋武財神黑虎爺限定版,"('衛生紙',)","('衛生紙',)"
8807,澳寶一分鐘焗油黃金修護款康是美買送下單出貨,"('護髮乳',)","('護髮乳',)"
8808,花香彈性豐盈洗髮乳,"('洗髮精',)","('洗髮精',)"
8809,媚比琳超持久抗暈眼線膠筆深棕,"('眼線膠筆',)","('眼線膠筆',)"
8810,亞希朵酸性蛋白潔淨控油洗髮精,"('洗髮精',)","('洗髮精',)"
8811,元山三段定溫微電腦熱水瓶,"('電熱水瓶',)","('電熱水瓶',)"
8812,旅行組微醺小蒼蘭,"('RTD調酒',)","('RTD調酒',)"
8813,無印敏感肌化妝水清爽型,"('化妝水',)","('化妝水',)"
8814,復古慢跑鞋男鞋黑,"('運動鞋',)","('運動鞋',)"
8815,阿米狗糧素食狗飼料小顆粒毛小孩最愛,"('狗乾糧罐頭',)","('狗乾糧罐頭',)"
8816,抗菌洗衣膠囊,"('洗衣球',)","('洗衣球',)"
8817,輕透水感防曬液,"('防曬',)","('防曬',)"
8818,金貓罐鮪魚雞肉蟹肉,"('貓乾糧罐頭',)","('貓乾糧罐頭',)"
8819,鍋寶日式不沾平煎鍋,"('鍋具',)","('鍋具',)"
8820,銀,"('筆記型電腦',)",()
8821,高露潔全效專業淨白牙膏,"('成人牙膏',)","('成人牙膏',)"
8822,可口可樂易,"('碳酸飲料',)","('碳酸飲料',)"
8823,長袖上衣女,"('運動/機能服',)","('運動/機能服',)"
8824,奇蹟活源活化面膜,"('面膜',)","('面膜',)"
8825,德國巴洛亞雨果氣泡酒,"('RTD調酒',)","('RTD調酒',)"
8826,渴望室內挑嘴犬野牧鮮雞配方公斤狗飼料,"('狗乾糧罐頭',)","('狗乾糧罐頭',)"
8827,伊麗雅免沖洗護髮精華乳兩入買大送小加贈髮膜試用包,"('護髮乳',)","('護髮乳',)"
8828,女休閒鞋粉,"('運動鞋',)","('運動鞋',)"
8829,無線滑鼠粉,"('滑鼠',)","('滑鼠',)"
8830,兒童含氟漱口水草莓,"('兒童漱口水',)","('兒童漱口水',)"
8831,大膽持色絲絨潤澤唇釉冷豔女上司,"('唇釉',)","('唇釉',)"
8832,合造型眉筆,"('眉筆',)","('眉筆',)"
8833,多媒體弧形巧克力鍵盤,"('鍵盤',)","('鍵盤',)"
8834,卡賀家犬零食香濃鴨里肌,"('狗零食',)","('狗零食',)"
8835,金岡岡山辣豆瓣醬瓶,"('常溫醬包',)","('常溫醬包',)"
8836,米森有機冰湖大燕麥片,"('麥片穀類',)","('麥片穀類',)"
8837,金麒麟即溶焙茶拿鐵入冬天熱飲暖心也暖胃,"('啤酒',)",()
8838,熊抱安睡褲片,"('棉褲/安睡褲',)","('棉褲/安睡褲',)"
8839,現貨默契香氛護手霜台灣總代理保濕好吸收香氛韓國原裝,"('護手霜',)","('護手霜',)"
8840,花王植萃弱酸洗髮精兒童專用,"('洗髮精(嬰幼童/孕婦)',)","('洗髮精(嬰幼童/孕婦)',)"
8841,新品上市衝評價限量全網最低韓國魚腥草化妝水保濕舒緩修護濕敷化妝水隊長推薦,"('化妝水',)","('化妝水',)"
8842,美國無糖燕麥奶,"('燕麥奶',)","('燕麥奶',)"
8843,金龍一番香菇肉燥碗碗,"('啤酒',)","('啤酒',)"
8844,林鳳營重乳優格草莓,"('優格',)","('優格',)"
8845,雪芙蘭嫩白水乳液瓶瓶,"('臉部乳液',)","('臉部乳液',)"
8846,香水洗衣精補充包,"('洗衣精',)","('洗衣精',)"
8847,拜維佳維他命群發泡錠顆裝,"('維他命B',)","('維他命B',)"
8848,飛鵝牌紅咖哩醬,"('常溫醬包',)","('常溫醬包',)"
8849,迪士尼聯名控油蜜粉蝦皮現貨,"('蜜粉',)","('蜜粉',)"
8850,指甲油飄渺裸灰,"('指甲油',)","('指甲油',)"
8851,代收代付理膚寶水多容安泡沫洗面乳保濕清潔組泡沫柔細,"('洗面乳',)","('洗面乳',)"
8852,買送佳麗寶微笑俏顏修容色任選,"('修容',)","('修容',)"
8853,南僑水晶肥皂入,"('洗衣皂',)","('洗衣皂',)"
8854,黑人彈力按摩牙刷,"('成人牙刷',)","('成人牙刷',)"
8855,黑人牙膏超氟,"('成人牙膏',)","('成人牙膏',)"
8856,岩燒豚骨桶麵,"('速食麵/泡麵',)","('速食麵/泡麵',)"
8857,高露潔抗敏感牙膏強護琺瑯質,"('成人牙膏',)","('成人牙膏',)"
8858,升級版蘊活菁華洗髮精,"('洗髮精',)","('洗髮精',)"
8859,白人兒童牙膏,"('兒童牙膏',)","('兒童牙膏',)"
8860,時尚元素系列眼影,"('眼影盤',)","('眼影盤',)"
8861,天然水,"('礦泉水',)","('礦泉水',)"
8862,克蘭詩輕呼吸全效隔離露粉,"('防曬',)","('妝前乳/隔離霜',)"
8863,氨基酸潔顏霜新包裝,"('洗面乳',)","('洗面乳',)"
8864,雅詩蘭黛特潤眼部超能量修護霜,"('眼霜',)","('眼霜',)"
8865,加倍潔洗衣液體小蘇打抗菌,"('洗衣精',)","('洗衣精',)"
8866,喵玩國小魚乾系列貓點心貓零食小魚乾貓咪魚乾貓魚乾,"('貓零食',)","('貓零食',)"
8867,愛肯拿海洋盛宴貓無穀配方多種魚玫瑰果推薦全齡貓貓飼料,"('貓乾糧罐頭',)","('貓乾糧罐頭',)"
8868,茶瓦納英式紅茶,"('即飲紅茶',)","('即飲紅茶',)"
8869,阿薩姆雙茶會奶茶入,"('即飲奶茶',)","('即飲奶茶',)"
8870,羅技無線軌跡球滑鼠白,"('滑鼠',)","('滑鼠',)"
8871,純喫茶綠茶,"('即飲綠茶',)","('即飲綠茶',)"
8872,媄莉保濕精華面膜幹細胞,"('面膜',)","('面膜',)"
8873,小獅王生醫級超厚柔濕巾抽包,"('濕紙巾',)","('濕紙巾',)"
